Scenario,Region,Variable,Year,Value,Sector,Unit
Current Policies,Manitoba,Hydro,2037,119.6627,Electric Generation,Petajoules
Current Policies,Manitoba,Nuclear,2037,0,Electric Generation,Petajoules
Current Policies,Manitoba,Hydro,2038,119.6628,Electric Generation,Petajoules
Current Policies,Manitoba,Nuclear,2038,0,Electric Generation,Petajoules
Current Policies,Manitoba,Hydro,2039,119.6627,Electric Generation,Petajoules
Current Policies,Manitoba,Nuclear,2039,0,Electric Generation,Petajoules
Current Policies,Manitoba,Hydro,2040,119.8824,Electric Generation,Petajoules
Current Policies,Manitoba,Nuclear,2040,0,Electric Generation,Petajoules
Current Policies,Manitoba,Hydro,2041,119.8825,Electric Generation,Petajoules
Current Policies,Manitoba,Nuclear,2041,0,Electric Generation,Petajoules
Current Policies,Manitoba,Hydro,2042,119.8823,Electric Generation,Petajoules
Current Policies,Manitoba,Nuclear,2042,0,Electric Generation,Petajoules
Current Policies,Manitoba,Hydro,2043,119.8824,Electric Generation,Petajoules
Current Policies,Manitoba,Nuclear,2043,0,Electric Generation,Petajoules
Current Policies,Manitoba,Hydro,2044,119.8823,Electric Generation,Petajoules
Current Policies,Manitoba,Nuclear,2044,0,Electric Generation,Petajoules
Current Policies,Manitoba,Hydro,2045,119.8823,Electric Generation,Petajoules
Current Policies,Manitoba,Nuclear,2045,0,Electric Generation,Petajoules
Current Policies,Manitoba,Hydro,2046,120.0799,Electric Generation,Petajoules
Current Policies,Manitoba,Nuclear,2046,0,Electric Generation,Petajoules
Current Policies,Manitoba,Hydro,2047,120.0801,Electric Generation,Petajoules
Current Policies,Manitoba,Nuclear,2047,0,Electric Generation,Petajoules
Current Policies,Manitoba,Hydro,2048,120.0802,Electric Generation,Petajoules
Current Policies,Manitoba,Nuclear,2048,0,Electric Generation,Petajoules
Current Policies,Manitoba,Hydro,2049,120.0803,Electric Generation,Petajoules
Current Policies,Manitoba,Nuclear,2049,0,Electric Generation,Petajoules
Current Policies,Manitoba,Hydro,2050,120.0801,Electric Generation,Petajoules
Current Policies,Manitoba,Nuclear,2050,0,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2005,13.9436,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2005,55.867,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2006,13.4254,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2006,55.7138,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2007,10.0529,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2007,52.5619,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2008,12.7241,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2008,15.1333,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2009,10.6664,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2009,0,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2010,11.9658,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2010,0,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2011,14.1101,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2011,0,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2012,10.6413,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2012,0,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2013,12.2715,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2013,54.3493,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2014,10.6623,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2014,44.6083,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2015,9.4097,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2015,47.3612,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2016,11.7378,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2016,50.3289,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2017,9.3449,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2017,56.6961,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2018,9.1218,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2018,53.972,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2019,10.7734,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2019,55.5445,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2020,10.7735,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2020,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2021,10.7735,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2021,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2022,10.7734,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2022,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2023,10.7734,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2023,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2024,10.9149,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2024,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2025,10.915,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2025,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2026,11.0448,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2026,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2027,11.0449,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2027,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2028,11.1889,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2028,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2029,11.3219,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2029,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2030,11.3219,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2030,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2031,11.322,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2031,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2032,11.322,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2032,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2033,11.322,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2033,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2034,11.322,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2034,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2035,11.3219,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2035,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2036,11.4701,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2036,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2037,11.4701,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2037,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2038,11.6033,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2038,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2039,11.7232,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2039,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2040,11.8313,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2040,54.71,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2041,11.8313,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2041,0,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2042,11.8312,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2042,0,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2043,11.8313,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2043,0,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2044,11.8313,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2044,68.3115,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2045,11.8313,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2045,68.3118,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2046,11.9284,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2046,68.3116,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2047,12.016,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2047,68.3116,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2048,12.0948,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2048,68.3116,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2049,12.0948,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2049,68.3119,Electric Generation,Petajoules
Current Policies,New Brunswick,Hydro,2050,12.0948,Electric Generation,Petajoules
Current Policies,New Brunswick,Nuclear,2050,68.3119,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2005,146.6015,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2005,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2006,150.9627,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2006,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2007,144.9823,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2007,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2008,150.7608,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2008,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2009,132.1601,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2009,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2010,144.9659,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2010,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2011,144.054,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2011,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2012,151.8593,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2012,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2013,149.1215,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2013,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2014,140.5076,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2014,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2015,142.804,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2015,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2016,142.0735,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2016,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2017,131.5124,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2017,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2018,150.5224,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2018,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2019,146.8053,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2019,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2020,159.1516,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2020,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2021,161.9209,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2021,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2022,164.7256,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2022,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2023,165.0821,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2023,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2024,165.5264,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2024,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2025,165.8157,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2025,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2026,166.0021,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2026,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2027,166.2157,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2027,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2028,167.5419,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2028,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2029,167.6811,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2029,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2030,167.7563,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2030,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2031,167.8585,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2031,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2032,167.9481,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2032,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2033,168.0402,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2033,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2034,168.1141,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2034,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2035,168.1766,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2035,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2036,168.2621,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2036,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2037,168.3384,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2037,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2038,168.3685,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2038,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2039,168.3917,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2039,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2040,168.4129,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2040,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2041,168.4456,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2041,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2042,168.4652,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2042,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2043,168.5184,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2043,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2044,168.5899,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2044,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2045,168.636,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2045,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2046,168.6946,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2046,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2047,168.7548,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2047,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2048,168.7928,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2048,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2049,168.855,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2049,0,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Hydro,2050,168.8917,Electric Generation,Petajoules
Current Policies,Newfoundland and Labrador,Nuclear,2050,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2005,3.3323,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2005,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2006,3.3323,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2006,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2007,3.3323,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2007,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2008,3.9462,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2008,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2009,3.8651,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2009,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2010,3.6265,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2010,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2011,4.0031,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2011,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2012,3.064,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2012,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2013,3.6191,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2013,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2014,4.0614,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2014,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2015,3.5235,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2015,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2016,2.8041,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2016,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2017,2.9683,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2017,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2018,3.2756,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2018,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2019,3.6038,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2019,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2020,3.6037,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2020,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2021,3.6039,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2021,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2022,3.6038,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2022,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2023,3.6038,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2023,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2024,3.6038,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2024,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2025,3.6038,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2025,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2026,3.6038,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2026,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2027,3.6038,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2027,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2028,3.6038,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2028,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2029,3.6038,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2029,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2030,3.6038,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2030,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2031,3.6038,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2031,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2032,3.6038,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2032,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2033,3.6038,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2033,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2034,3.797,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2034,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2035,3.797,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2035,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2036,4.0105,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2036,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2037,4.0104,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2037,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2038,4.0105,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2038,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2039,4.0104,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2039,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2040,4.2181,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2040,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2041,4.2182,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2041,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2042,4.2182,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2042,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2043,4.2182,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2043,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2044,4.4492,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2044,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2045,4.6812,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2045,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2046,4.9123,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2046,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2047,5.1386,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2047,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2048,5.3422,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2048,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2049,5.5254,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2049,0,Electric Generation,Petajoules
Current Policies,Nova Scotia,Hydro,2050,5.5254,Electric Generation,Petajoules
Current Policies,Nova Scotia,Nuclear,2050,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2005,0.9324,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2005,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2006,0.9063,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2006,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2007,0.9005,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2007,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2008,0.8873,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2008,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2009,0.9138,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2009,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2010,0.9138,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2010,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2011,0.9368,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2011,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2012,0.9183,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2012,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2013,0.9455,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2013,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2014,0.8414,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2014,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2015,0.5901,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2015,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2016,0.8744,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2016,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2017,0.896,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2017,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2018,0.9104,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2018,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2019,0.9608,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2019,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2020,0.4234,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2020,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2021,0.4224,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2021,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2022,0.4238,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2022,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2023,0.4238,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2023,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2024,0.8197,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2024,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2025,0.9183,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2025,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2026,0.9299,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2026,0,Electric Generation,Petajoules
Current Policies,Northwest Territories,Hydro,2027,0.9351,Electric Generation,Petajoules
Current Policies,Northwest Territories,Nuclear,2027,0,Electric Generation,Petajoules
