Scenario,Region,Variable,Year,Value,Sector,Unit
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2009,1.2486,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2009,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2010,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2010,0.0225,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2010,1.6729,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2010,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2011,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2011,0.0111,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2011,1.779,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2011,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2012,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2012,0.1027,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2012,1.7071,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2012,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2013,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2013,0.0314,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2013,1.8173,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2013,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2014,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2014,0.0498,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2014,2.2207,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2014,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2015,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2015,0.0084,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2015,2.2043,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2015,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2016,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2016,0.09,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2016,2.1532,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2016,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2017,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2017,0.0387,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2017,2.1946,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2017,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2018,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2018,0.0646,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2018,2.3241,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2018,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2019,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2019,0.0388,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2019,2.3525,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2019,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2020,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2020,0.2502,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2020,2.4618,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2020,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2021,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2021,0.2482,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2021,3.4095,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2021,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2022,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2022,0.6312,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2022,3.4212,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2022,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2023,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2023,0.3669,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2023,3.4434,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2023,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2024,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2024,0.3708,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2024,3.4913,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2024,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2025,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2025,0.2627,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2025,4.479,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2025,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2026,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2026,0.7097,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2026,4.5226,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2026,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2027,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2027,0.2655,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2027,4.5718,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2027,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2028,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2028,0.2531,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2028,4.6224,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2028,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2029,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2029,0.254,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2029,4.6748,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2029,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2030,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2030,0.1504,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2030,5.6883,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2030,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2031,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2031,0.6111,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2031,5.7582,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2031,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2032,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2032,0.6114,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2032,5.8298,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2032,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2033,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2033,0.5399,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2033,5.9028,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2033,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2034,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2034,0.1541,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2034,5.9773,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2034,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2035,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2035,0.3981,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2035,6.0528,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2035,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2036,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2036,0.0408,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2036,6.1286,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2036,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2037,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2037,0.0412,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2037,6.2044,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2037,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2038,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2038,0.0417,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2038,6.2805,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2038,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2039,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2039,0.0421,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2039,6.3556,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2039,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2040,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2040,0.0426,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2040,6.4282,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2040,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2041,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2041,6.3113,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2041,6.4979,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2041,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2042,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2042,4.4189,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2042,6.5658,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2042,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2043,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2043,4.4578,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2043,6.6332,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2043,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2044,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2044,0.6143,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2044,6.7034,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2044,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2045,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2045,0.655,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2045,6.7761,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2045,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2046,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2046,0.6551,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2046,6.8643,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2046,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2047,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2047,0.6554,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2047,6.9399,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2047,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2048,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2048,0.6557,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2048,7.0153,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2048,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2049,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2049,0.6558,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2049,7.09,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2049,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2050,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2050,0.656,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2050,7.1659,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2050,0,Electric Generation,Petajoules
Evolving Policies,Quebec,Natural Gas,2005,3.5889,Electric Generation,Petajoules
Evolving Policies,Quebec,RPP,2005,3.1944,Electric Generation,Petajoules
Evolving Policies,Quebec,Other Renewables and Landfill Gas,2005,27.5504,Electric Generation,Petajoules
Evolving Policies,Quebec,"Coal, Coke and Coke Oven Gas",2005,0,Electric Generation,Petajoules
Evolving Policies,Quebec,Natural Gas,2006,25.4594,Electric Generation,Petajoules
Evolving Policies,Quebec,RPP,2006,4.2619,Electric Generation,Petajoules
Evolving Policies,Quebec,Other Renewables and Landfill Gas,2006,27.5612,Electric Generation,Petajoules
Evolving Policies,Quebec,"Coal, Coke and Coke Oven Gas",2006,0,Electric Generation,Petajoules
Evolving Policies,Quebec,Natural Gas,2007,25.4593,Electric Generation,Petajoules
